,pokedex_number,name,generation,status,species,type_number,type_1,type_2,height_m,weight_kg,abilities_number,ability_1,total_points,hp,attack,defense,sp_attack,sp_defense,speed
860,741,Oricorio Baile Style,7,Normal,Dancing Pokémon,2,Fire,Flying,0.6,3.4,1,Dancer,476,75,70,70,98,70,93
861,741,Oricorio Pom-Pom Style,7,Normal,Dancing Pokémon,2,Electric,Flying,0.6,3.4,1,Dancer,476,75,70,70,98,70,93
862,741,Oricorio Pa'u Style,7,Normal,Dancing Pokémon,2,Psychic,Flying,0.6,3.4,1,Dancer,476,75,70,70,98,70,93
863,741,Oricorio Sensu Style,7,Normal,Dancing Pokémon,2,Ghost,Flying,0.6,3.4,1,Dancer,476,75,70,70,98,70,93
864,742,Cutiefly,7,Normal,Bee Fly Pokémon,2,Bug,Fairy,0.1,0.2,3,Honey Gather,304,40,45,40,55,40,84
865,743,Ribombee,7,Normal,Bee Fly Pokémon,2,Bug,Fairy,0.2,0.5,3,Honey Gather,464,60,55,60,95,70,124
866,744,Rockruff,7,Normal,Puppy Pokémon,1,Rock,,0.5,9.2,3,Keen Eye,280,45,65,40,30,40,60
867,744,Own Tempo Rockruff,7,Normal,Puppy Pokémon,1,Rock,,0.5,9.2,1,Own Tempo,280,45,65,40,30,40,60
868,745,Lycanroc Midday Form,7,Normal,Wolf Pokémon,1,Rock,,0.8,25,3,Keen Eye,487,75,115,65,55,65,112
869,745,Lycanroc Midnight Form,7,Normal,Wolf Pokémon,1,Rock,,1.1,25,3,Keen Eye,487,85,115,75,55,75,82
870,745,Lycanroc Dusk Form,7,Normal,Wolf Pokémon,1,Rock,,0.8,25,1,Tough Claws,487,75,117,65,55,65,110
871,746,Wishiwashi Solo Form,7,Normal,Small Fry Pokémon,1,Water,,0.2,0.3,1,Schooling,175,45,20,20,25,25,40
872,746,Wishiwashi School Form,7,Normal,Small Fry Pokémon,1,Water,,8.2,78.6,1,Schooling,620,45,140,130,140,135,30
873,747,Mareanie,7,Normal,Brutal Star Pokémon,2,Poison,Water,0.4,8,3,Merciless,305,50,53,62,43,52,45
874,748,Toxapex,7,Normal,Brutal Star Pokémon,2,Poison,Water,0.7,14.5,3,Merciless,495,50,63,152,53,142,35
875,749,Mudbray,7,Normal,Donkey Pokémon,1,Ground,,1,110,3,Own Tempo,385,70,100,70,45,55,45
876,750,Mudsdale,7,Normal,Draft Horse Pokémon,1,Ground,,2.5,920,3,Own Tempo,500,100,125,100,55,85,35
877,751,Dewpider,7,Normal,Water Bubble Pokémon,2,Water,Bug,0.3,4,2,Water Bubble,269,38,40,,40,72,27
878,752,Araquanid,7,Normal,Water Bubble Pokémon,2,Water,Bug,1.8,82,2,Water Bubble,454,68,70,,50,132,42
879,753,Fomantis,7,Normal,Sickle Grass Pokémon,1,Grass,,0.3,1.5,2,Leaf Guard,250,40,55,,50,35,35
880,754,Lurantis,7,Normal,Bloom Sickle Pokémon,1,Grass,,0.9,18.5,2,Leaf Guard,480,70,105,,80,90,45
881,755,Morelull,7,Normal,Illuminating Pokémon,2,Grass,Fairy,0.2,1.5,3,Illuminate,285,40,35,,65,75,15
882,756,Shiinotic,7,Normal,Illuminating Pokémon,2,Grass,Fairy,1,11.5,3,Illuminate,405,60,45,,90,100,30
883,757,Salandit,7,Normal,Toxic Lizard Pokémon,2,Poison,Fire,0.6,4.8,2,Corrosion,320,48,44,40,71,40,77
884,758,Salazzle,7,Normal,Toxic Lizard Pokémon,2,Poison,Fire,1.2,22.2,2,Corrosion,480,68,64,60,111,60,117
885,759,Stufful,7,Normal,Flailing Pokémon,2,Normal,Fighting,0.5,6.8,3,Fluffy,340,70,75,50,45,50,50
886,760,Bewear,7,Normal,Strong Arm Pokémon,2,Normal,Fighting,2.1,135,3,Fluffy,500,120,125,80,55,60,60
887,761,Bounsweet,7,Normal,Fruit Pokémon,1,Grass,,0.3,3.2,3,Leaf Guard,210,42,30,38,30,38,32
888,762,Steenee,7,Normal,Fruit Pokémon,1,Grass,,0.7,8.2,3,Leaf Guard,290,52,40,48,40,48,62
889,763,Tsareena,7,Normal,Fruit Pokémon,1,Grass,,1.2,21.4,3,Leaf Guard,510,72,120,98,50,98,72
890,764,Comfey,7,Normal,Posy Picker Pokémon,1,Fairy,,0.1,0.3,3,Flower Veil,485,51,52,90,82,110,100
891,765,Oranguru,7,Normal,Sage Pokémon,2,Normal,Psychic,1.5,76,3,Inner Focus,490,90,60,80,90,110,60
892,766,Passimian,7,Normal,Teamwork Pokémon,1,Fighting,,2,82.8,2,Receiver,490,100,120,90,40,60,80
893,767,Wimpod,7,Normal,Turn Tail Pokémon,2,Bug,Water,0.5,12,1,Wimp Out,230,25,35,40,20,30,80
894,768,Golisopod,7,Normal,Hard Scale Pokémon,2,Bug,Water,2,108,1,Emergency Exit,530,75,125,140,60,90,40
895,769,Sandygast,7,Normal,Sand Heap Pokémon,2,Ghost,Ground,0.5,70,2,Water Compaction,320,55,55,80,70,45,15
896,770,Palossand,7,Normal,Sand Castle Pokémon,2,Ghost,Ground,1.3,250,2,Water Compaction,480,85,75,110,100,75,35
897,771,Pyukumuku,7,Normal,Sea Cucumber Pokémon,1,Water,,0.3,1.2,2,Innards Out,410,55,60,130,30,130,5
898,772,Type: Null,7,Sub Legendary,Synthetic Pokémon,1,Normal,,1.9,120.5,1,Battle Armor,534,95,95,95,95,95,59
899,773,Silvally,7,Sub Legendary,Synthetic Pokémon,1,Normal,,2.3,100.5,1,RKS System,570,95,95,95,95,95,95
900,774,Minior Meteor Form,7,Normal,Meteor Pokémon,2,Rock,Flying,0.3,40,1,Shields Down,440,60,60,100,60,100,60
901,774,Minior Core Form,7,Normal,Meteor Pokémon,2,Rock,Flying,0.3,0.3,1,Shields Down,500,60,100,60,100,60,120
902,775,Komala,7,Normal,Drowsing Pokémon,1,Normal,,0.4,19.9,1,Comatose,480,65,115,65,75,95,65
903,776,Turtonator,7,Normal,Blast Turtle Pokémon,2,Fire,Dragon,2,212,1,Shell Armor,485,60,78,135,91,85,36
904,777,Togedemaru,7,Normal,Roly-Poly Pokémon,2,Electric,Steel,0.3,3.3,3,Iron Barbs,435,65,98,63,40,73,96
905,778,Mimikyu,7,Normal,Disguise Pokémon,2,Ghost,Fairy,0.2,0.7,1,Disguise,476,55,90,80,50,105,96
906,779,Bruxish,7,Normal,Gnash Teeth Pokémon,2,Water,Psychic,0.9,19,3,Dazzling,475,68,105,70,70,70,92
907,780,Drampa,7,Normal,Placid Pokémon,2,Normal,Dragon,3,185,3,Berserk,485,78,60,85,135,91,36
908,781,Dhelmise,7,Normal,Sea Creeper Pokémon,2,Ghost,Grass,3.9,210,1,Steelworker,517,70,131,100,86,90,40
909,782,Jangmo-o,7,Normal,Scaly Pokémon,1,Dragon,,0.6,29.7,3,Bulletproof,300,45,55,65,45,45,45
910,783,Hakamo-o,7,Normal,Scaly Pokémon,2,Dragon,Fighting,1.2,47,3,Bulletproof,420,55,75,90,65,70,65
911,784,Kommo-o,7,Normal,Scaly Pokémon,2,Dragon,Fighting,1.6,78.2,3,Bulletproof,600,75,110,125,100,105,85
912,785,Tapu Koko,7,Sub Legendary,Land Spirit Pokémon,2,Electric,Fairy,1.8,20.5,2,Electric Surge,570,70,115,85,95,75,130
913,786,Tapu Lele,7,Sub Legendary,Land Spirit Pokémon,2,Psychic,Fairy,1.2,18.6,2,Psychic Surge,570,70,85,75,130,115,95
914,787,Tapu Bulu,7,Sub Legendary,Land Spirit Pokémon,2,Grass,Fairy,1.9,45.5,2,Grassy Surge,570,70,130,115,85,95,75
915,788,Tapu Fini,7,Sub Legendary,Land Spirit Pokémon,2,Water,Fairy,1.3,21.2,2,Misty Surge,570,70,75,115,95,130,85
916,789,Cosmog,7,Legendary,Nebula Pokémon,1,Psychic,,0.2,0.1,1,Unaware,200,43,29,31,29,31,37
917,790,Cosmoem,7,Legendary,Protostar Pokémon,1,Psychic,,0.1,999.9,1,Sturdy,400,43,29,131,29,131,37
918,791,Solgaleo,7,Legendary,Sunne Pokémon,2,Psychic,Steel,3.4,230,1,Full Metal Body,680,137,137,107,113,89,97
919,792,Lunala,7,Legendary,Moone Pokémon,2,Psychic,Ghost,4,120,1,Shadow Shield,680,137,113,89,137,107,97
920,793,Nihilego,7,Sub Legendary,Parasite Pokémon,2,Rock,Poison,1.2,55.5,1,Beast Boost,570,109,53,47,127,131,103
921,794,Buzzwole,7,Sub Legendary,Swollen Pokémon,2,Bug,Fighting,2.4,333.6,1,Beast Boost,570,107,139,139,53,53,79
922,795,Pheromosa,7,Sub Legendary,Lissome Pokémon,2,Bug,Fighting,1.8,25,1,Beast Boost,570,71,137,37,137,37,151
923,796,Xurkitree,7,Sub Legendary,Glowing Pokémon,1,Electric,,3.8,100,1,Beast Boost,570,83,89,71,173,71,83
924,797,Celesteela,7,Sub Legendary,Launch Pokémon,2,Steel,Flying,9.2,999.9,1,Beast Boost,570,97,101,103,107,101,61
925,798,Kartana,7,Sub Legendary,Drawn Sword Pokémon,2,Grass,Steel,0.3,0.1,1,Beast Boost,570,59,181,131,59,31,109
926,799,Guzzlord,7,Sub Legendary,Junkivore Pokémon,2,Dark,Dragon,5.5,888,1,Beast Boost,570,223,101,53,97,53,43
927,800,Necrozma,7,Legendary,Prism Pokémon,1,Psychic,,2.4,230,1,Prism Armor,600,97,107,101,127,89,79
928,800,Dusk Mane Necrozma,7,Legendary,Prism Pokémon,2,Psychic,Steel,3.8,460,1,Prism Armor,680,97,157,127,113,109,77
929,800,Dawn Wings Necrozma,7,Legendary,Prism Pokémon,2,Psychic,Ghost,4.2,350,1,Prism Armor,680,97,113,109,157,127,77
930,800,Ultra Necrozma,7,Legendary,Prism Pokémon,2,Psychic,Dragon,7.5,230,1,Neuroforce,754,97,167,97,167,97,129
931,801,Magearna,7,Mythical,Artificial Pokémon,2,Steel,Fairy,1,80.5,1,Soul-Heart,600,80,95,115,130,115,65
932,802,Marshadow,7,Mythical,Gloomdweller Pokémon,2,Fighting,Ghost,0.7,22.2,1,Technician,600,90,125,80,90,90,125
933,803,Poipole,7,Sub Legendary,Poison Pin Pokémon,1,Poison,,0.6,1.8,1,Beast Boost,420,67,73,67,73,67,73
934,804,Naganadel,7,Sub Legendary,Poison Pin Pokémon,2,Poison,Dragon,3.6,150,1,Beast Boost,540,73,73,73,127,73,121
935,805,Stakataka,7,Sub Legendary,Rampart Pokémon,2,Rock,Steel,5.5,820,1,Beast Boost,570,61,131,211,53,101,13
936,806,Blacephalon,7,Sub Legendary,Fireworks Pokémon,2,Fire,Ghost,1.8,13,1,Beast Boost,570,53,127,53,151,79,107
937,807,Zeraora,7,Mythical,Thunderclap Pokémon,1,Electric,,1.5,44.5,1,Volt Absorb,600,88,112,75,102,80,143
938,808,Meltan,7,Mythical,Hex Nut Pokémon,1,Steel,,0.2,8,1,Magnet Pull,300,46,65,65,55,35,34
939,809,Melmetal,7,Mythical,Hex Nut Pokémon,1,Steel,,2.5,800,1,Iron Fist,600,135,143,143,80,65,34
940,810,Grookey,8,Normal,Chimp Pokémon,1,Grass,,0.3,5,2,Overgrow,310,50,65,50,40,40,65
941,811,Thwackey,8,Normal,Beat Pokémon,1,Grass,,0.7,14,2,Overgrow,420,70,85,70,55,60,80
942,812,Rillaboom,8,Normal,Drummer Pokémon,1,Grass,,2.1,90,2,Overgrow,530,100,125,90,60,70,85
943,813,Scorbunny,8,Normal,Rabbit Pokémon,1,Fire,,0.3,4.5,2,Blaze,310,50,71,40,40,40,69
944,814,Raboot,8,Normal,Rabbit Pokémon,1,Fire,,0.6,9,2,Blaze,420,65,86,60,55,60,94
945,815,Cinderace,8,Normal,Striker Pokémon,1,Fire,,1.4,33,2,Blaze,530,80,116,75,65,75,119
946,816,Sobble,8,Normal,Water Lizard Pokémon,1,Water,,0.3,4,2,Torrent,310,50,40,40,70,40,70
947,817,Drizzile,8,Normal,Water lizard Pokémon,1,Water,,0.7,11.5,2,Torrent,420,65,60,55,95,55,90
948,818,Inteleon,8,Normal,Secret Agent Pokémon,1,Water,,1.9,45.2,2,Torrent,530,70,85,,125,65,120
949,819,Skwovet,8,Normal,Cheeky Pokémon,1,Normal,,0.3,2.5,2,Cheek Pouch,275,70,55,55,35,35,25
950,820,Greedent,8,Normal,Greedy Pokémon,1,Normal,,0.6,6,2,Cheek Pouch,460,120,95,95,55,75,20
951,821,Rookidee,8,Normal,Tiny Bird Pokémon,1,Flying,,0.2,1.8,3,Keen Eye,245,38,47,35,33,35,57
952,822,Corvisquire,8,Normal,Raven Pokémon,1,Flying,,0.8,16,3,Keen Eye,365,68,67,55,43,55,77
953,823,Corviknight,8,Normal,Raven Pokémon,2,Flying,Steel,2.2,75,3,Pressure,495,98,87,105,53,85,67
954,824,Blipbug,8,Normal,Larva Pokémon,1,Bug,,0.4,8,3,Swarm,180,25,20,20,25,45,45
955,825,Dottler,8,Normal,Radome Pokémon,2,Bug,Psychic,0.4,19.5,3,Swarm,335,50,35,80,50,90,30
956,826,Orbeetle,8,Normal,Seven Spot Pokémon,2,Bug,Psychic,0.4,40.8,3,Swarm,505,60,45,110,80,120,90
957,827,Nickit,8,Normal,Fox Pokémon,1,Dark,,0.6,8.9,3,Run Away,245,40,28,28,47,52,50
958,828,Thievul,8,Normal,Fox Pokémon,1,Dark,,1.2,19.9,3,Run Away,455,70,58,58,87,92,90
959,829,Gossifleur,8,Normal,Flowering Pokémon,1,Grass,,0.4,2.2,3,Cotton Down,250,40,40,60,40,60,10
960,830,Eldegoss,8,Normal,Cotton Bloom Pokémon,1,Grass,,0.5,2.5,3,Cotton Down,460,60,50,,80,120,60
961,831,Wooloo,8,Normal,Sheep Pokémon,1,normal,,0.6,6,3,Fluffy,270,42,40,55,40,45,48
962,832,Dubwool,8,Normal,Sheep Pokémon,1,Normal,,1.3,43,3,Fluffy,490,72,80,100,60,90,88
963,833,Chewtle,8,Normal,Snapping Pokémon,1,Water,,0.3,8.5,3,Strong Jaw,284,50,64,50,38,38,44
964,834,Drednaw,8,Normal,Bite Pokémon,2,Water,Rock,1,115.5,3,Strong Jaw,485,90,115,90,48,68,74
965,835,Yamper,8,Normal,Puppy Pokémon,1,Electric,,0.3,13.5,2,Ball Fetch,270,59,45,50,40,50,26
966,836,Boltund,8,Normal,Dog Pokémon,1,Electric,,1,34,2,Strong Jaw,490,69,90,60,90,60,121
967,837,Rolycoly,8,Normal,Coal Pokémon,1,Rock,,0.3,12,3,Steam Engine,240,30,40,50,40,50,30
968,838,Carkol,8,Normal,Coal Pokémon,2,Rock,Fire,1.1,78,3,Steam Engine,410,80,60,90,60,70,50
969,839,Coalossal,8,Normal,Coal Pokémon,2,Rock,Fire,2.8,310.5,3,Steam Engine,510,110,80,120,80,90,30
970,840,Applin,8,Normal,Apple Core Pokémon,2,Grass,Dragon,0.2,0.5,3,Ripen,260,40,40,80,40,40,20
971,841,Flapple,8,Normal,Apple Wing Pokémon,2,Grass,Dragon,0.3,1,3,Ripen,485,70,110,80,95,60,70
972,842,Appletun,8,Normal,Apple Nectar Pokémon,2,Grass,Dragon,0.4,13,3,Ripen,485,110,85,80,100,80,30
973,843,Silicobra,8,Normal,Sand Snake Pokémon,1,Ground,,2.2,7.6,3,Sand Spit,315,52,57,75,35,50,46
974,844,Sandaconda,8,Normal,Sand Snake Pokémon,1,Grund,,3.8,65.5,3,Sand Spit,510,72,107,,65,70,71
975,845,Cramorant,8,Normal,Gulp Pokémon,2,Flying,Water,0.8,18,1,Gulp Missile,475,70,85,55,85,95,85
976,846,Arrokuda,8,Normal,Rush Pokémon,1,Water,,0.5,1,2,Swift Swim,280,41,63,40,40,30,66
977,847,Barraskewda,8,Normal,Skewer Pokémon,1,Water,,1.3,30,2,Swift Swim,490,61,123,60,60,50,136
978,848,Toxel,8,Normal,Baby Pokémon,2,Electric,Poison,0.4,11,3,Rattled,242,40,38,35,54,35,40
979,849,Toxtricity Low Key Form,8,Normal,Punk Pokémon,2,Electric,Poison,1.6,40,3,Punk Rock,502,75,98,70,114,70,75
980,849,Toxtricity Amped Form,8,Normal,Punk Pokémon,2,Electric,Poison,1.6,40,3,Punk Rock,502,75,98,70,114,70,75
981,850,Sizzlipede,8,Normal,Radiator Pokémon,2,Fire,Bug,0.7,1,3,Flash Fire,305,50,65,45,50,50,45
982,851,Centiskorch,8,Normal,Radiator Pokémon,2,Fire,Bug,3,120,3,Flash Fire,525,100,115,65,90,90,65
983,852,Clobbopus,8,Normal,Tantrum Pokémon,1,Fighting,,0.6,4,2,Limber,310,50,68,60,50,50,32
984,853,Grapploct,8,Normal,Tantrum Pokémon,1,Fighting,,1.6,39,2,Limber,480,80,118,90,70,80,42
985,854,Sinistea,8,Normal,Black Tea Pokémon,1,Ghost,,0.1,0.2,2,Weak Armor,308,40,45,45,74,54,50
986,855,Polteageist,8,Normal,Black Tea Pokémon,1,Ghost,,0.2,0.4,2,Weak Armor,508,60,65,65,134,114,70
987,856,Hatenna,8,Normal,Calm Pokémon,1,Psychic,,0.4,3.4,3,Healer,265,42,30,45,56,53,39
988,857,Hattrem,8,Normal,Serene Pokémon,1,Psychic,,0.6,4.8,3,Healer,370,57,40,65,86,73,49
989,858,Hatterene,8,Normal,Silent Pokémon,2,Psychic,Fairy,2.1,5,3,Healer,510,57,90,95,136,103,29
990,859,Impidimp,8,Normal,Wily Pokémon,2,Dark,Fairy,0.4,5.5,3,Prankster,265,45,45,30,55,40,50
991,860,Morgrem,8,Normal,Devious Pokémon,2,Dark,Fairy,0.8,12.5,3,Prankster,370,65,60,45,75,55,70
992,861,Grimmsnarl,8,Normal,Bulk Up Pokémon,2,Dark,Fairy,1.5,61,3,Prankster,510,95,120,65,95,75,60
993,862,Obstagoon,8,Normal,Blocking Pokémon,2,Dark,Normal,1.6,46,3,Reckless,520,93,90,101,60,81,95
994,863,Perrserker,8,Normal,Viking Pokémon,1,Steel,,0.8,28,3,Battle Armor,440,70,110,100,50,60,50
995,864,Cursola,8,Normal,Coral Pokémon,1,Ghost,,1,0.4,2,Weak Armor,510,60,95,50,145,130,30
996,865,Sirfetch'd,8,Normal,Wild Duck Pokémon,1,Fighting,,0.8,117,2,Steadfast,507,62,135,95,68,82,65
997,866,Mr. Rime,8,Normal,Comedian Pokémon,2,Psychic,Ice,1.5,58.2,3,Tangled Feet,520,80,85,75,110,100,70
998,867,Runerigus,8,Normal,Grudge Pokémon,2,Ground,Ghost,1.6,66.6,1,Wandering Spirit,483,58,95,145,50,105,30
999,868,Milcery,8,Normal,Cream Pokémon,1,Fairy,,0.2,0.3,2,Sweet Veil,270,45,40,40,50,61,34
1000,869,Alcremie,8,Normal,Cream Pokémon,1,Fairy,,0.3,0.5,2,Sweet Veil,495,65,60,75,110,121,64
1001,870,Falinks,8,Normal,Formation Pokémon,1,Fighting,,3,62,2,Battle Armor,470,65,100,100,70,60,75
1002,871,Pincurchin,8,Normal,Sea Urchin Pokémon,1,Electric,,0.3,1,2,Lightning Rod,435,48,101,95,91,85,15
1003,872,Snom,8,Normal,Worm Pokémon,2,Ice,Bug,0.3,3.8,2,Shield Dust,185,30,25,35,45,30,20
1004,873,Frosmoth,8,Normal,Frost Moth Pokémon,2,Ice,Bug,1.3,42,2,Shield Dust,475,70,65,60,125,90,65
1005,874,Stonjourner,8,Normal,Big Rock Pokémon,1,Rock,,2.5,520,1,Power Spot,470,100,125,135,20,20,70
1006,875,Eiscue Ice Face,8,Normal,Penguin Pokémon,1,Ice,,1.4,89,1,Ice Face,470,75,80,110,65,90,50
1007,875,Eiscue Noice Face,8,Normal,Penguin Pokémon,1,Ice,,1.4,89,1,Ice Face,470,75,80,70,65,50,130
1008,876,Indeedee Male,8,Normal,Emotion Pokémon,2,Psychic,Normal,0.9,28,3,Inner Focus,475,60,65,55,105,95,95
1009,876,Indeedee Female,8,Normal,Emotion Pokémon,2,Psychic,Normal,0.9,28,3,Own Tempo,475,70,55,65,95,105,85
1010,877,Morpeko Full Belly Mode,8,Normal,Two-Sided Pokémon,2,Electric,Dark,0.3,3,1,Hunger Switch,436,58,95,58,70,58,97
1011,877,Morpeko Hangry Mode,8,Normal,Two-Sided Pokémon,2,Electric,Dark,0.3,3,1,Hunger Switch,436,58,95,58,70,58,97
1012,878,Cufant,8,Normal,Copperderm Pokémon,1,Steel,,1.2,100,2,Sheer Force,330,72,80,49,40,49,40
1013,879,Copperajah,8,Normal,Copperderm Pokémon,1,Steel,,3,650,2,Sheer Force,500,122,130,69,80,69,30
1014,880,Dracozolt,8,Normal,Fossil Pokémon,2,Electric,Dragon,1.8,190,3,Volt Absorb,505,90,100,,80,70,75
1015,881,Arctozolt,8,Normal,Fossil Pokémon,2,Electric,Ice,2.3,150,3,Volt Absorb,505,90,100,,90,80,55
1016,882,Dracovish,8,Normal,Fossil Pokémon,2,Water,Dragon,2.3,215,3,Water Absorb,505,90,90,,70,80,75
1017,883,Arctovish,8,Normal,Fossil Pokémon,2,Water,Ice,2,175,3,Water Absorb,505,90,90,,80,90,55
1018,884,Duraludon,8,Normal,Alloy Pokémon,2,Steel,Dragon,1.8,40,3,Light Metal,535,70,95,,120,50,85
1019,885,Dreepy,8,Normal,Lingering Pokémon,2,Dragon,Ghost,0.5,2,3,Clear Body,270,28,60,30,40,30,82
1020,886,Drakloak,8,Normal,Caretaker Pokémon,2,Dragon,Ghost,1.4,11,3,Clear Body,410,68,80,50,60,50,102
1021,887,Dragapult,8,Normal,Stealth Pokémon,2,Dragon,Ghost,3,50,3,Clear Body,600,88,120,75,100,75,142
1022,888,Zacian Crowned Sword,8,Legendary,Warrior Pokémon,2,Fairy,Steel,2.8,355,1,Intrepid Sword,720,92,170,115,80,115,148
1023,888,Zacian Hero of Many Battles,8,Legendary,Warrior Pokémon,1,Fairy,,2.8,110,1,Intrepid Sword,670,92,130,115,80,115,138
1024,889,Zamazenta Crowned Shield,8,Legendary,Warrior Pokémon,2,Fighting,Steel,2.9,785,1,Dauntless Shield,720,92,130,145,80,145,128
1025,889,Zamazenta Hero of Many Battles,8,Legendary,Warrior Pokémon,1,Fighting,,2.9,210,1,Dauntless Shield,670,92,130,115,80,115,138
1026,890,Eternatus,8,Legendary,Gigantic Pokémon,2,Poison,Dragon,20,950,1,Pressure,690,140,85,95,145,95,130
1027,890,Eternatus Eternamax,8,Legendary,Gigantic Pokémon,2,Poison,Dragon,100,,0,,1125,255,115,250,125,250,130
